assignment_id,utilization_pct,assignment_confirmed,speed_kmph,telemetry_lat,telemetry_lon,telemetry_recorded_at,anomaly_type,anomaly_severity,anomaly_detected_at,driver_status,vehicle_id,plate_number,vehicle_capacity_kg,vehicle_current_lat,vehicle_current_lon,waypoints_json,total_distance_km,planned_arrival,actual_arrival_at,stop_sequence,shipment_id,origin_lat,origin_lon,dest_lat,dest_lon,shipment_weight_kg,shipment_priority,shipment_deadline,time_to_deadline_minutes
ASN_0095,24.6,t,47.4,22.868383,78.411796,2026-07-18 11:57:40+05:30,,,,ON_DUTY,VEH_001,RJ77A5713,3500,22.866131,78.419553,"[{""lat"": 20.229965, ""lon"": 85.856601}, {""lat"": 21.700681, ""lon"": 81.68591}, {""lat"": 23.164915, ""lon"": 77.502645}]",1220.83,2026-07-18 14:27:42+05:30,2026-07-18 14:06:25+05:30,4,SHIP_1095,20.241941,85.837317,23.202473,77.50397,642,LOW,2026-07-21 16:24:28+05:30,4586.795767283333
ASN_0135,100.0,t,64.0,22.366336,83.613131,2026-07-18 22:35:57+05:30,,,,ON_DUTY,VEH_001,RJ77A5713,3500,22.375005,83.614089,"[{""lat"": 20.29998, ""lon"": 85.865477}, {""lat"": 24.405091, ""lon"": 81.600324}, {""lat"": 28.614138, ""lon"": 77.378565}]",1677.66,2026-07-19 20:21:15+05:30,2026-07-19 20:42:34+05:30,1,SHIP_1135,20.216788,85.811344,28.60518,77.363458,6489,MEDIUM,2026-07-17 19:07:23+05:30,0.0
ASN_0135,100.0,t,45.1,25.399791,80.662605,2026-07-19 09:13:53+05:30,,,,ON_DUTY,VEH_001,RJ77A5713,3500,25.410158,80.667013,"[{""lat"": 20.29998, ""lon"": 85.865477}, {""lat"": 24.405091, ""lon"": 81.600324}, {""lat"": 28.614138, ""lon"": 77.378565}]",1677.66,2026-07-19 20:21:15+05:30,2026-07-19 20:42:34+05:30,2,SHIP_1135,20.216788,85.811344,28.60518,77.363458,6489,MEDIUM,2026-07-17 19:07:23+05:30,0.0
ASN_0135,100.0,t,49.9,25.379329,80.639303,2026-07-19 09:14:51+05:30,,,,ON_DUTY,VEH_001,RJ77A5713,3500,25.373405,80.631036,"[{""lat"": 20.29998, ""lon"": 85.865477}, {""lat"": 24.405091, ""lon"": 81.600324}, {""lat"": 28.614138, ""lon"": 77.378565}]",1677.66,2026-07-19 20:21:15+05:30,2026-07-19 20:42:34+05:30,3,SHIP_1135,20.216788,85.811344,28.60518,77.363458,6489,MEDIUM,2026-07-17 19:07:23+05:30,0.0
ASN_0135,100.0,t,42.6,25.771127,80.200436,2026-07-19 10:43:09+05:30,,,,ON_DUTY,VEH_001,RJ77A5713,3500,25.76067,80.206212,"[{""lat"": 20.29998, ""lon"": 85.865477}, {""lat"": 24.405091, ""lon"": 81.600324}, {""lat"": 28.614138, ""lon"": 77.378565}]",1677.66,2026-07-19 20:21:15+05:30,2026-07-19 20:42:34+05:30,4,SHIP_1135,20.216788,85.811344,28.60518,77.363458,6489,MEDIUM,2026-07-17 19:07:23+05:30,0.0
ASN_0175,100.0,t,70.2,21.079131,72.802831,2026-07-19 21:20:33+05:30,ROUTE_DEVIATION,0.72,2026-07-20 01:19:30+05:30,ON_DUTY,VEH_001,RJ77A5713,3500,21.078865,72.782079,"[{""lat"": 21.027825, ""lon"": 72.770549}, {""lat"": 20.425482, ""lon"": 73.023298}, {""lat"": 19.827353, ""lon"": 73.303991}, {""lat"": 19.13838, ""lon"": 73.561873}, {""lat"": 18.529766, ""lon"": 73.791908}]",426.55,2026-07-20 04:43:42+05:30,2026-07-20 04:50:36+05:30,1,SHIP_1175,21.067017,72.79832,18.494367,73.815489,4244,MEDIUM,2026-07-17 05:19:23+05:30,0.0
ASN_0175,100.0,t,45.9,20.902548,72.876084,2026-07-19 21:53:07+05:30,ROUTE_DEVIATION,0.72,2026-07-20 01:19:30+05:30,ON_DUTY,VEH_001,RJ77A5713,3500,20.900565,72.867246,"[{""lat"": 21.027825, ""lon"": 72.770549}, {""lat"": 20.425482, ""lon"": 73.023298}, {""lat"": 19.827353, ""lon"": 73.303991}, {""lat"": 19.13838, ""lon"": 73.561873}, {""lat"": 18.529766, ""lon"": 73.791908}]",426.55,2026-07-20 04:43:42+05:30,2026-07-20 04:50:36+05:30,2,SHIP_1175,21.067017,72.79832,18.494367,73.815489,4244,MEDIUM,2026-07-17 05:19:23+05:30,0.0
ASN_0175,100.0,t,41.9,20.605353,73.007413,2026-07-19 22:47:54+05:30,ROUTE_DEVIATION,0.72,2026-07-20 01:19:30+05:30,ON_DUTY,VEH_001,RJ77A5713,3500,20.610814,73.003426,"[{""lat"": 21.027825, ""lon"": 72.770549}, {""lat"": 20.425482, ""lon"": 73.023298}, {""lat"": 19.827353, ""lon"": 73.303991}, {""lat"": 19.13838, ""lon"": 73.561873}, {""lat"": 18.529766, ""lon"": 73.791908}]",426.55,2026-07-20 04:43:42+05:30,2026-07-20 04:50:36+05:30,3,SHIP_1175,21.067017,72.79832,18.494367,73.815489,4244,MEDIUM,2026-07-17 05:19:23+05:30,0.0
ASN_0175,100.0,t,35.2,20.559245,72.993185,2026-07-19 22:55:20+05:30,ROUTE_DEVIATION,0.72,2026-07-20 01:19:30+05:30,ON_DUTY,VEH_001,RJ77A5713,3500,20.559904,72.989705,"[{""lat"": 21.027825, ""lon"": 72.770549}, {""lat"": 20.425482, ""lon"": 73.023298}, {""lat"": 19.827353, ""lon"": 73.303991}, {""lat"": 19.13838, ""lon"": 73.561873}, {""lat"": 18.529766, ""lon"": 73.791908}]",426.55,2026-07-20 04:43:42+05:30,2026-07-20 04:50:36+05:30,4,SHIP_1175,21.067017,72.79832,18.494367,73.815489,4244,MEDIUM,2026-07-17 05:19:23+05:30,0.0
ASN_0175,100.0,t,61.9,20.389604,73.020035,2026-07-19 23:16:53+05:30,ROUTE_DEVIATION,0.72,2026-07-20 01:19:30+05:30,ON_DUTY,VEH_001,RJ77A5713,3500,20.406338,73.000945,"[{""lat"": 21.027825, ""lon"": 72.770549}, {""lat"": 20.425482, ""lon"": 73.023298}, {""lat"": 19.827353, ""lon"": 73.303991}, {""lat"": 19.13838, ""lon"": 73.561873}, {""lat"": 18.529766, ""lon"": 73.791908}]",426.55,2026-07-20 04:43:42+05:30,2026-07-20 04:50:36+05:30,5,SHIP_1175,21.067017,72.79832,18.494367,73.815489,4244,MEDIUM,2026-07-17 05:19:23+05:30,0.0
ASN_0175,100.0,t,81.1,18.945429,73.635036,2026-07-20 03:35:38+05:30,ROUTE_DEVIATION,0.72,2026-07-20 01:19:30+05:30,ON_DUTY,VEH_001,RJ77A5713,3500,18.949789,73.633158,"[{""lat"": 21.027825, ""lon"": 72.770549}, {""lat"": 20.425482, ""lon"": 73.023298}, {""lat"": 19.827353, ""lon"": 73.303991}, {""lat"": 19.13838, ""lon"": 73.561873}, {""lat"": 18.529766, ""lon"": 73.791908}]",426.55,2026-07-20 04:43:42+05:30,2026-07-20 04:50:36+05:30,6,SHIP_1175,21.067017,72.79832,18.494367,73.815489,4244,MEDIUM,2026-07-17 05:19:23+05:30,0.0
ASN_0024,95.0,f,58.6,24.960151,83.849828,2026-07-15 05:10:19+05:30,,,,AVAILABLE,VEH_002,GJ23F8773,3500,24.950725,83.860467,"[{""lat"": 25.813228, ""lon"": 85.042788}, {""lat"": 18.475066, ""lon"": 73.857783}]",1777.4,2026-07-16 09:23:21+05:30,2026-07-16 09:36:08+05:30,1,SHIP_1024,25.711649,85.060267,18.505517,73.840847,3339,MEDIUM,2026-07-21 18:12:52+05:30,9422.545216433333
ASN_0024,95.0,f,42.9,24.33691,82.906058,2026-07-15 07:54:33+05:30,,,,AVAILABLE,VEH_002,GJ23F8773,3500,24.338069,82.898388,"[{""lat"": 25.813228, ""lon"": 85.042788}, {""lat"": 18.475066, ""lon"": 73.857783}]",1777.4,2026-07-16 09:23:21+05:30,2026-07-16 09:36:08+05:30,2,SHIP_1024,25.711649,85.060267,18.505517,73.840847,3339,MEDIUM,2026-07-21 18:12:52+05:30,9258.303488983334
ASN_0024,95.0,f,48.1,23.7648,82.004797,2026-07-15 10:27:22+05:30,,,,AVAILABLE,VEH_002,GJ23F8773,3500,23.774055,82.012013,"[{""lat"": 25.813228, ""lon"": 85.042788}, {""lat"": 18.475066, ""lon"": 73.857783}]",1777.4,2026-07-16 09:23:21+05:30,2026-07-16 09:36:08+05:30,3,SHIP_1024,25.711649,85.060267,18.505517,73.840847,3339,MEDIUM,2026-07-21 18:12:52+05:30,9105.496234799999
ASN_0024,95.0,f,53.3,22.967748,80.829929,2026-07-15 13:51:31+05:30,,,,AVAILABLE,VEH_002,GJ23F8773,3500,22.964656,80.831167,"[{""lat"": 25.813228, ""lon"": 85.042788}, {""lat"": 18.475066, ""lon"": 73.857783}]",1777.4,2026-07-16 09:23:21+05:30,2026-07-16 09:36:08+05:30,4,SHIP_1024,25.711649,85.060267,18.505517,73.840847,3339,MEDIUM,2026-07-21 18:12:52+05:30,8901.33893285
ASN_0024,95.0,f,54.7,22.798226,80.538884,2026-07-15 14:35:34+05:30,,,,AVAILABLE,VEH_002,GJ23F8773,3500,22.813529,80.55388,"[{""lat"": 25.813228, ""lon"": 85.042788}, {""lat"": 18.475066, ""lon"": 73.857783}]",1777.4,2026-07-16 09:23:21+05:30,2026-07-16 09:36:08+05:30,5,SHIP_1024,25.711649,85.060267,18.505517,73.840847,3339,MEDIUM,2026-07-21 18:12:52+05:30,8857.297905183334
ASN_0024,95.0,f,55.8,22.659579,80.348687,2026-07-15 15:14:53+05:30,,,,AVAILABLE,VEH_002,GJ23F8773,3500,22.663385,80.357523,"[{""lat"": 25.813228, ""lon"": 85.042788}, {""lat"": 18.475066, ""lon"": 73.857783}]",1777.4,2026-07-16 09:23:21+05:30,2026-07-16 09:36:08+05:30,6,SHIP_1024,25.711649,85.060267,18.505517,73.840847,3339,MEDIUM,2026-07-21 18:12:52+05:30,8817.973315716667
ASN_0024,95.0,f,58.7,20.979365,77.731656,2026-07-15 22:42:41+05:30,,,,AVAILABLE,VEH_002,GJ23F8773,3500,20.967389,77.744711,"[{""lat"": 25.813228, ""lon"": 85.042788}, {""lat"": 18.475066, ""lon"": 73.857783}]",1777.4,2026-07-16 09:23:21+05:30,2026-07-16 09:36:08+05:30,7,SHIP_1024,25.711649,85.060267,18.505517,73.840847,3339,MEDIUM,2026-07-21 18:12:52+05:30,8370.181515516666
ASN_0064,100.0,t,42.2,17.238706,80.095519,2026-07-17 01:34:27+05:30,LOW_SPEED,0.34,2026-07-16 15:48:54+05:30,AVAILABLE,VEH_002,GJ23F8773,3500,17.240114,80.103521,"[{""lat"": 13.133204, ""lon"": 77.694129}, {""lat"": 16.195984, ""lon"": 79.544008}, {""lat"": 19.275093, ""lon"": 81.366985}, {""lat"": 22.479124, ""lon"": 83.291779}, {""lat"": 25.473615, ""lon"": 85.177838}]",2089.88,2026-07-18 08:12:38+05:30,2026-07-18 08:30:39+05:30,1,SHIP_1064,13.084283,77.609579,25.540286,85.159771,4371,MEDIUM,2026-07-21 14:30:15+05:30,6535.799595633333
ASN_0064,100.0,t,55.4,17.681824,80.380922,2026-07-17 03:19:07+05:30,LOW_SPEED,0.34,2026-07-16 15:48:54+05:30,AVAILABLE,VEH_002,GJ23F8773,3500,17.692875,80.384623,"[{""lat"": 13.133204, ""lon"": 77.694129}, {""lat"": 16.195984, ""lon"": 79.544008}, {""lat"": 19.275093, ""lon"": 81.366985}, {""lat"": 22.479124, ""lon"": 83.291779}, {""lat"": 25.473615, ""lon"": 85.177838}]",2089.88,2026-07-18 08:12:38+05:30,2026-07-18 08:30:39+05:30,2,SHIP_1064,13.084283,77.609579,25.540286,85.159771,4371,MEDIUM,2026-07-21 14:30:15+05:30,6431.138538216666
ASN_0064,100.0,t,46.5,19.005806,81.214419,2026-07-17 08:14:32+05:30,LOW_SPEED,0.34,2026-07-16 15:48:54+05:30,AVAILABLE,VEH_002,GJ23F8773,3500,19.014182,81.201928,"[{""lat"": 13.133204, ""lon"": 77.694129}, {""lat"": 16.195984, ""lon"": 79.544008}, {""lat"": 19.275093, ""lon"": 81.366985}, {""lat"": 22.479124, ""lon"": 83.291779}, {""lat"": 25.473615, ""lon"": 85.177838}]",2089.88,2026-07-18 08:12:38+05:30,2026-07-18 08:30:39+05:30,3,SHIP_1064,13.084283,77.609579,25.540286,85.159771,4371,MEDIUM,2026-07-21 14:30:15+05:30,6135.71751115
ASN_0064,100.0,t,34.3,19.52362,81.508185,2026-07-17 10:06:54+05:30,LOW_SPEED,0.34,2026-07-16 15:48:54+05:30,AVAILABLE,VEH_002,GJ23F8773,3500,19.525777,81.508534,"[{""lat"": 13.133204, ""lon"": 77.694129}, {""lat"": 16.195984, ""lon"": 79.544008}, {""lat"": 19.275093, ""lon"": 81.366985}, {""lat"": 22.479124, ""lon"": 83.291779}, {""lat"": 25.473615, ""lon"": 85.177838}]",2089.88,2026-07-18 08:12:38+05:30,2026-07-18 08:30:39+05:30,4,SHIP_1064,13.084283,77.609579,25.540286,85.159771,4371,MEDIUM,2026-07-21 14:30:15+05:30,6023.3514506500005
ASN_0064,100.0,t,31.2,21.881508,82.954902,2026-07-17 18:55:39+05:30,LOW_SPEED,0.34,2026-07-16 15:48:54+05:30,AVAILABLE,VEH_002,GJ23F8773,3500,21.880971,82.959216,"[{""lat"": 13.133204, ""lon"": 77.694129}, {""lat"": 16.195984, ""lon"": 79.544008}, {""lat"": 19.275093, ""lon"": 81.366985}, {""lat"": 22.479124, ""lon"": 83.291779}, {""lat"": 25.473615, ""lon"": 85.177838}]",2089.88,2026-07-18 08:12:38+05:30,2026-07-18 08:30:39+05:30,5,SHIP_1064,13.084283,77.609579,25.540286,85.159771,4371,MEDIUM,2026-07-21 14:30:15+05:30,5494.5954449
ASN_0064,100.0,t,33.4,24.420671,84.499203,2026-07-18 04:19:26+05:30,LOW_SPEED,0.34,2026-07-16 15:48:54+05:30,AVAILABLE,VEH_002,GJ23F8773,3500,24.405593,84.501594,"[{""lat"": 13.133204, ""lon"": 77.694129}, {""lat"": 16.195984, ""lon"": 79.544008}, {""lat"": 19.275093, ""lon"": 81.366985}, {""lat"": 22.479124, ""lon"": 83.291779}, {""lat"": 25.473615, ""lon"": 85.177838}]",2089.88,2026-07-18 08:12:38+05:30,2026-07-18 08:30:39+05:30,6,SHIP_1064,13.084283,77.609579,25.540286,85.159771,4371,MEDIUM,2026-07-21 14:30:15+05:30,4930.820908833333
ASN_0104,100.0,t,48.9,22.579807,75.66481,2026-07-18 09:43:08+05:30,,,,AVAILABLE,VEH_002,GJ23F8773,3500,22.572926,75.680196,"[{""lat"": 22.749061, ""lon"": 75.743695}, {""lat"": 22.015157, ""lon"": 75.189515}, {""lat"": 21.013808, ""lon"": 74.556639}, {""lat"": 20.162024, ""lon"": 73.897904}]",423.51,2026-07-18 17:58:36+05:30,2026-07-18 17:42:53+05:30,1,SHIP_1104,22.791342,75.817987,20.07142,73.883698,8232,LOW,2026-07-16 03:27:03+05:30,0.0
ASN_0104,100.0,t,51.0,22.22841,75.418401,2026-07-18 10:51:11+05:30,,,,AVAILABLE,VEH_002,GJ23F8773,3500,22.238889,75.423451,"[{""lat"": 22.749061, ""lon"": 75.743695}, {""lat"": 22.015157, ""lon"": 75.189515}, {""lat"": 21.013808, ""lon"": 74.556639}, {""lat"": 20.162024, ""lon"": 73.897904}]",423.51,2026-07-18 17:58:36+05:30,2026-07-18 17:42:53+05:30,2,SHIP_1104,22.791342,75.817987,20.07142,73.883698,8232,LOW,2026-07-16 03:27:03+05:30,0.0
ASN_0104,100.0,t,52.3,20.789554,74.360424,2026-07-18 15:27:50+05:30,,,,AVAILABLE,VEH_002,GJ23F8773,3500,20.811426,74.355238,"[{""lat"": 22.749061, ""lon"": 75.743695}, {""lat"": 22.015157, ""lon"": 75.189515}, {""lat"": 21.013808, ""lon"": 74.556639}, {""lat"": 20.162024, ""lon"": 73.897904}]",423.51,2026-07-18 17:58:36+05:30,2026-07-18 17:42:53+05:30,3,SHIP_1104,22.791342,75.817987,20.07142,73.883698,8232,LOW,2026-07-16 03:27:03+05:30,0.0
ASN_0144,69.1,f,53.9,27.456412,79.812964,2026-07-18 21:05:08+05:30,,,,AVAILABLE,VEH_002,GJ23F8773,3500,27.446406,79.798773,"[{""lat"": 27.059724, ""lon"": 80.829758}, {""lat"": 27.526739, ""lon"": 79.638595}, {""lat"": 28.086519, ""lon"": 78.373925}, {""lat"": 28.792054, ""lon"": 77.094554}]",573.04,2026-07-19 04:25:42+05:30,2026-07-19 04:36:56+05:30,1,SHIP_1144,27.034638,80.888941,28.634647,77.055695,2495,MEDIUM,2026-07-16 04:25:15+05:30,0.0
ASN_0144,69.1,f,56.6,27.547824,79.60331,2026-07-18 21:42:57+05:30,,,,AVAILABLE,VEH_002,GJ23F8773,3500,27.558084,79.613754,"[{""lat"": 27.059724, ""lon"": 80.829758}, {""lat"": 27.526739, ""lon"": 79.638595}, {""lat"": 28.086519, ""lon"": 78.373925}, {""lat"": 28.792054, ""lon"": 77.094554}]",573.04,2026-07-19 04:25:42+05:30,2026-07-19 04:36:56+05:30,2,SHIP_1144,27.034638,80.888941,28.634647,77.055695,2495,MEDIUM,2026-07-16 04:25:15+05:30,0.0
ASN_0144,69.1,f,41.6,27.702083,79.286978,2026-07-18 22:35:15+05:30,,,,AVAILABLE,VEH_002,GJ23F8773,3500,27.724913,79.298932,"[{""lat"": 27.059724, ""lon"": 80.829758}, {""lat"": 27.526739, ""lon"": 79.638595}, {""lat"": 28.086519, ""lon"": 78.373925}, {""lat"": 28.792054, ""lon"": 77.094554}]",573.04,2026-07-19 04:25:42+05:30,2026-07-19 04:36:56+05:30,3,SHIP_1144,27.034638,80.888941,28.634647,77.055695,2495,MEDIUM,2026-07-16 04:25:15+05:30,0.0
ASN_0184,22.0,t,54.3,19.045056,84.808037,2026-07-19 08:14:45+05:30,,,,AVAILABLE,VEH_002,GJ23F8773,3500,19.046369,84.811835,"[{""lat"": 20.471539, ""lon"": 85.771944}, {""lat"": 18.537182, ""lon"": 84.46478}, {""lat"": 16.637428, ""lon"": 83.08055}, {""lat"": 14.792094, ""lon"": 81.673018}, {""lat"": 12.967787, ""lon"": 80.314814}]",1168.37,2026-07-19 23:41:19+05:30,2026-07-19 23:07:39+05:30,1,SHIP_1184,20.434101,85.768172,12.944617,80.364458,916,LOW,2026-07-17 12:04:41+05:30,0.0
ASN_0184,22.0,t,78.5,18.032023,83.990518,2026-07-19 10:47:52+05:30,,,,AVAILABLE,VEH_002,GJ23F8773,3500,18.037641,83.986262,"[{""lat"": 20.471539, ""lon"": 85.771944}, {""lat"": 18.537182, ""lon"": 84.46478}, {""lat"": 16.637428, ""lon"": 83.08055}, {""lat"": 14.792094, ""lon"": 81.673018}, {""lat"": 12.967787, ""lon"": 80.314814}]",1168.37,2026-07-19 23:41:19+05:30,2026-07-19 23:07:39+05:30,2,SHIP_1184,20.434101,85.768172,12.944617,80.364458,916,LOW,2026-07-17 12:04:41+05:30,0.0
ASN_0184,22.0,t,48.7,17.453577,83.5986,2026-07-19 12:07:27+05:30,,,,AVAILABLE,VEH_002,GJ23F8773,3500,17.459026,83.59519,"[{""lat"": 20.471539, ""lon"": 85.771944}, {""lat"": 18.537182, ""lon"": 84.46478}, {""lat"": 16.637428, ""lon"": 83.08055}, {""lat"": 14.792094, ""lon"": 81.673018}, {""lat"": 12.967787, ""lon"": 80.314814}]",1168.37,2026-07-19 23:41:19+05:30,2026-07-19 23:07:39+05:30,3,SHIP_1184,20.434101,85.768172,12.944617,80.364458,916,LOW,2026-07-17 12:04:41+05:30,0.0
ASN_0184,22.0,t,77.9,16.73018,83.101556,2026-07-19 13:52:35+05:30,,,,AVAILABLE,VEH_002,GJ23F8773,3500,16.726873,83.095712,"[{""lat"": 20.471539, ""lon"": 85.771944}, {""lat"": 18.537182, ""lon"": 84.46478}, {""lat"": 16.637428, ""lon"": 83.08055}, {""lat"": 14.792094, ""lon"": 81.673018}, {""lat"": 12.967787, ""lon"": 80.314814}]",1168.37,2026-07-19 23:41:19+05:30,2026-07-19 23:07:39+05:30,4,SHIP_1184,20.434101,85.768172,12.944617,80.364458,916,LOW,2026-07-17 12:04:41+05:30,0.0
ASN_0184,22.0,t,62.7,15.023927,81.854443,2026-07-19 18:08:31+05:30,,,,AVAILABLE,VEH_002,GJ23F8773,3500,15.01785,81.838919,"[{""lat"": 20.471539, ""lon"": 85.771944}, {""lat"": 18.537182, ""lon"": 84.46478}, {""lat"": 16.637428, ""lon"": 83.08055}, {""lat"": 14.792094, ""lon"": 81.673018}, {""lat"": 12.967787, ""lon"": 80.314814}]",1168.37,2026-07-19 23:41:19+05:30,2026-07-19 23:07:39+05:30,5,SHIP_1184,20.434101,85.768172,12.944617,80.364458,916,LOW,2026-07-17 12:04:41+05:30,0.0
ASN_0184,22.0,t,60.1,14.096513,81.20284,2026-07-19 20:16:21+05:30,,,,AVAILABLE,VEH_002,GJ23F8773,3500,14.100075,81.208358,"[{""lat"": 20.471539, ""lon"": 85.771944}, {""lat"": 18.537182, ""lon"": 84.46478}, {""lat"": 16.637428, ""lon"": 83.08055}, {""lat"": 14.792094, ""lon"": 81.673018}, {""lat"": 12.967787, ""lon"": 80.314814}]",1168.37,2026-07-19 23:41:19+05:30,2026-07-19 23:07:39+05:30,6,SHIP_1184,20.434101,85.768172,12.944617,80.364458,916,LOW,2026-07-17 12:04:41+05:30,0.0
